name,ks_score,ks_sign,p_value,t_test_p_value,diff_means
K03676.glutaredoxin_3.,0.842857142857,-,4.67018312911e-10,4.34414681776e-05,-5.43124028034e-05
K08302.tagatose_1.6.diphosphate_aldolase.,0.842857142857,-,4.67018312911e-10,4.68987418688e-06,-0.000149095526078
K07024.putative_hydrolases_of_HD_superfamily.,0.842857142857,-,4.67018312911e-10,9.41705580398e-08,-0.001100484275
K02749.PTS_system._arbutin.like_IIB_component.,0.842857142857,-,4.67018312911e-10,0.00116413816336,-0.0001443771039
K14205.phosphatidylglycerol_lysyltransferase.,0.842857142857,-,4.67018312911e-10,2.44689890297e-05,-3.8865828812e-05
K03710.GntR_family_transcriptional_regulator.,0.842857142857,-,4.67018312911e-10,4.61298459376e-07,-0.000438742635607
K00123.formate_dehydrogenase._alpha_subunit.,0.842857142857,-,4.67018312911e-10,1.20875087727e-06,-0.000481046089293
K02007.cobalt.nickel_transport_system_permease_protein.,0.842857142857,-,4.67018312911e-10,6.04289236758e-08,-0.000108388626729
K04029.ethanolamine_utilization_protein_EutP.,0.842857142857,-,4.67018312911e-10,5.80380025498e-07,-5.49802894302e-05
K14407.cleavage_stimulation_factor_subunit_2.,0.842857142857,+,4.67018312911e-10,1.04603389171e-09,1.63539337018e-05
K04763.integrase.recombinase_XerD.,0.842857142857,+,4.67018312911e-10,1.57594353928e-12,0.00262452864898
K03427.type_I_restriction_enzyme_M_protein.,0.842857142857,+,4.67018312911e-10,2.80962795e-09,0.000458762769423
K04027.ethanolamine_utilization_protein_EutM.,0.835714285714,-,6.95178470345e-10,7.94877268997e-07,-0.000179292351422
K06924.queuosine_biosynthesis_protein_QueC.,0.835714285714,-,6.95178470345e-10,3.24425884971e-07,-8.17096125109e-05
K02526.2.keto.3.deoxygluconate_permease.,0.835714285714,-,6.95178470345e-10,0.00116703923449,-6.93226753063e-05
K07047.mannosyl.3.phosphoglycerate_phosphatase.,0.835714285714,-,6.95178470345e-10,2.27835345967e-06,-0.0001888211224
K11535.nucleoside_transport_protein.,0.835714285714,-,6.95178470345e-10,0.129346035802,-1.01479171161e-05
K00851.gluconokinase.,0.835714285714,-,6.95178470345e-10,8.90951233868e-05,-0.000109202920493
K02071.D.methionine_transport_system_ATP.binding_protein.,0.835714285714,-,6.95178470345e-10,1.35790537648e-10,-0.000219736194627
K02793.PTS_system._mannose.specific_IIA_component.,0.835714285714,-,6.95178470345e-10,2.24984499246e-06,-0.00121019545858
K13479.xanthine_dehydrogenase_FAD.binding_subunit.,0.835714285714,-,6.95178470345e-10,7.13914808634e-07,-8.50818828504e-05
K04028.ethanolamine_utilization_protein_EutN.,0.835714285714,-,6.95178470345e-10,1.15341316879e-06,-0.000117961130237
K02794.PTS_system._mannose.specific_IIB_component.,0.835714285714,-,6.95178470345e-10,6.40275791368e-06,-0.000756969522109
K02072.D.methionine_transport_system_permease_protein.,0.835714285714,-,6.95178470345e-10,1.11205754156e-09,-0.000195456282088
K01784.UDP.glucose_4.epimerase.,0.835714285714,+,6.95178470345e-10,5.45881739187e-13,0.0010782772523
K01156.type_III_restriction_enzyme.,0.835714285714,+,6.95178470345e-10,3.56431418363e-08,0.000174088173929
K10742.DNA_replication_ATP.dependent_helicase_Dna2.,0.835714285714,+,6.95178470345e-10,1.07321076597e-10,9.8439041379e-05
K02019.molybdate_transport_system_regulatory_protein.,0.828571428571,-,1.03108643845e-09,1.02740806221e-08,-0.000117907340271
K06351.inhibitor_of_KinA.,0.828571428571,-,1.03108643845e-09,1.39581039374e-08,-6.04794370218e-05
K04022.alcohol_dehydrogenase.,0.828571428571,-,1.03108643845e-09,0.0243239630992,-1.1430951986e-05
K02782.PTS_system._glucitol.sorbitol.specific_IIB_component.,0.828571428571,-,1.03108643845e-09,0.00013028982165,-6.40164754202e-05
K03750.molybdopterin_biosynthesis_protein_MoeA.,0.828571428571,-,1.03108643845e-09,1.41820310117e-07,-0.000125497413003
K09936.hypothetical_protein.,0.828571428571,-,1.03108643845e-09,5.50296533177e-08,-0.000120114757533
K03638.molybdenum_cofactor_biosynthesis_protein_B.,0.828571428571,-,1.03108643845e-09,5.61477215483e-05,-3.19718712453e-05
K02444.DeoR_family_transcriptional_regulator._glycerol.3.phosphate_regulonrepressor.,0.828571428571,-,1.03108643845e-09,2.46297022778e-05,-0.000161905105456
K03458.nucleobase.cation_symporter.2._NCS2_family.,0.828571428571,-,1.03108643845e-09,2.67531727049e-08,-0.00029716604607
K05845.osmoprotectant_transport_system_substrate.binding_protein.,0.828571428571,-,1.03108643845e-09,2.50312638782e-05,-7.39864354031e-05
K07469.aldehyde_dehydrogenase_.FAD.independent..,0.828571428571,-,1.03108643845e-09,1.89801285115e-05,-6.59013334368e-05
K07141.5.hydroxyisourate_hydrolase.,0.828571428571,-,1.03108643845e-09,3.2102566304e-09,-0.000223019155653
K02466.glucitol_operon_activator_protein.,0.828571428571,-,1.03108643845e-09,0.00742591458281,-1.73198921041e-05
K00791.tRNA_dimethylallyltransferase.,0.828571428571,+,1.03108643845e-09,2.34450797404e-10,0.000143607241595
K09810.lipoprotein.releasing_system_ATP.binding_protein.,0.828571428571,+,1.03108643845e-09,4.67653265866e-10,0.000301136555805
K10533.limonene.1.2.epoxide_hydrolase.,0.828571428571,+,1.03108643845e-09,7.0350771911e-06,4.45877522732e-05
K01043.L.seryl.tRNA.Ser._seleniumtransferase.,0.828571428571,+,1.03108643845e-09,7.91924327865e-11,0.00104022572283
K00966.mannose.1.phosphate_guanylyltransferase.,0.828571428571,+,1.03108643845e-09,4.44296507899e-07,0.00033376768347
K02759.PTS_system._cellobiose.specific_IIA_component.,0.821428571429,-,1.52380874585e-09,2.46437504973e-06,-0.000183824885042
K08987.putative_membrane_protein.,0.821428571429,-,1.52380874585e-09,0.00948966049569,-5.03578557329e-05
K09963.hypothetical_protein.,0.821428571429,-,1.52380874585e-09,0.000487249305361,-0.000123673418969
K13771.Rrf2_family_transcriptional_regulator._nitric_oxide.sensitivetranscriptional_repressor.,0.821428571429,-,1.52380874585e-09,5.58050050391e-08,-0.000124960724103
K00938.phosphomevalonate_kinase.,0.821428571429,-,1.52380874585e-09,0.00304100147367,-3.26559977326e-05
K01281.X.Pro_dipeptidyl.peptidase.,0.821428571429,-,1.52380874585e-09,0.00206037281834,-5.23080727438e-05
K02020.molybdate_transport_system_substrate.binding_protein.,0.821428571429,-,1.52380874585e-09,6.92709982326e-10,-0.00011728833097
K00998.phosphatidylserine_synthase.,0.821428571429,+,1.52380874585e-09,1.60584070118e-11,0.000192260553104
K05785.transcriptional_antiterminator_RfaH.,0.821428571429,+,1.52380874585e-09,4.69291202078e-10,0.00032668161761
K05881.PTS_hybrid_protein.,0.814285714286,-,1.97311411654e-09,0.0215222490987,-1.37588912878e-05
K03831.molybdopterin_adenylyltransferase.,0.814285714286,-,1.97311411654e-09,3.58437932737e-08,-0.000110636919159
K13953.alcohol_dehydrogenase._propanol.preferring.,0.814285714286,-,1.97311411654e-09,0.00597119031878,-0.000465643230814
K07757.sugar.phosphatase.,0.814285714286,-,1.97311411654e-09,0.000317075853603,-7.92030165231e-05
K08094.6.phospho.3.hexuloisomerase.,0.814285714286,-,1.97311411654e-09,6.74998385548e-07,-0.000164412683523
K03475.PTS_system._ascorbate.specific_IIC_component.,0.814285714286,-,1.97311411654e-09,1.48576891186e-06,-0.000141549278751
K02761.PTS_system._cellobiose.specific_IIC_component.,0.814285714286,-,1.97311411654e-09,4.11787229212e-05,-0.000436972719035
K06269.protein_phosphatase_1._catalytic_subunit.,0.814285714286,+,1.97311411654e-09,2.23244168955e-07,2.00503416871e-05
K01878.glycyl.tRNA_synthetase_alpha_chain.,0.807142857143,-,2.89855706104e-09,0.000124999062922,-7.14174365057e-05
K02073.D.methionine_transport_system_substrate.binding_protein.,0.807142857143,-,2.89855706104e-09,6.01784580098e-09,-0.000218030155056
K02246.competence_protein_ComGD.,0.807142857143,-,2.89855706104e-09,0.00136444183193,-5.43106203216e-05
K02032.peptide.nickel_transport_system_ATP.binding_protein.,0.807142857143,-,2.89855706104e-09,3.16162050245e-10,-0.000457183149036
K04031.ethanolamine_utilization_protein_EutS.,0.807142857143,-,2.89855706104e-09,3.36874366429e-05,-7.9339297551e-05
K12941.aminobenzoyl.glutamate_utilization_protein_B.,0.807142857143,-,2.89855706104e-09,1.72348668016e-08,-0.000112416896087
K00128.aldehyde_dehydrogenase_.NAD...,0.807142857143,-,2.89855706104e-09,3.15631569531e-05,-0.00296086957997
K02173.hypothetical_protein.,0.807142857143,-,2.89855706104e-09,0.0438267324546,-1.55749907537e-05
K00880.L.xylulokinase.,0.807142857143,-,2.89855706104e-09,0.000714866336947,-6.64493556061e-05
K07402.xanthine_dehydrogenase_accessory_factor.,0.807142857143,-,2.89855706104e-09,2.46620082365e-08,-0.000238378519179
K02822.PTS_system._ascorbate.specific_IIB_component.,0.807142857143,-,2.89855706104e-09,6.6316843403e-06,-0.000112748766215
K13922.propionaldehyde_dehydrogenase.,0.807142857143,-,2.89855706104e-09,1.25756039977e-06,-5.43698008144e-05
K02221.YggT_family_protein.,0.807142857143,-,2.89855706104e-09,4.10157749799e-06,-6.74307287693e-05
K02818.PTS_system._trehalose.specific_IIB_component.,0.807142857143,-,2.89855706104e-09,7.39626288739e-05,-9.54195110931e-05
K02787.PTS_system._lactose.specific_IIB_component.,0.807142857143,-,2.89855706104e-09,0.00686888981545,-0.000220587708084
K03488.beta.glucoside_operon_transcriptional_antiterminator.,0.807142857143,-,2.89855706104e-09,3.03029779305e-08,-0.000245571081017
K03555.DNA_mismatch_repair_protein_MutS.,0.807142857143,+,2.89855706104e-09,2.73901652185e-08,0.000187453549094
K03733.integrase.recombinase_XerC.,0.807142857143,+,2.89855706104e-09,1.37901602368e-11,0.00207277786677
K08696.carbon_dioxide_concentrating_mechanism_protein_CcmK.,0.8,-,4.24275592437e-09,2.9043605782e-06,-5.37544765422e-05
K06191.glutaredoxin.like_protein_NrdH.,0.8,-,4.24275592437e-09,0.000119805252272,-5.75445350406e-05
K06901.putative_MFS_transporter._AGZA_family._xanthine.uracil_permease.,0.8,-,4.24275592437e-09,4.02820959716e-06,-0.000314647655497
K06048.carboxylate.amine_ligase.,0.8,-,4.24275592437e-09,0.12980975797,-1.84038300277e-05
K01451.hippurate_hydrolase.,0.8,-,4.24275592437e-09,1.35333422434e-07,-0.000182389390249
K03833.selenocysteine.specific_elongation_factor.,0.8,-,4.24275592437e-09,7.63121555647e-06,-6.985640287e-05
K08989.putative_membrane_protein.,0.8,-,4.24275592437e-09,0.0415967033889,-2.33455762486e-05
K04026.ethanolamine_utilization_protein_EutL.,0.8,-,4.24275592437e-09,0.000200625633687,-4.62950032605e-05
K02745.PTS_system._N.acetylgalactosamine.specific_IIB_component.,0.8,-,4.24275592437e-09,7.78358898795e-06,-0.000117727367181
K11198.PTS_system._2.O.A.mannosyl.D.glycerate.specific_IIA_component.,0.8,-,4.24275592437e-09,0.209448690827,-7.64126226139e-06
K02440.glycerol_uptake_facilitator_protein.,0.8,-,4.24275592437e-09,1.33572034814e-07,-0.000148737570992
K06141.MFS_transporter._TsgA_protein.,0.8,-,4.24275592437e-09,7.94709583218e-05,-5.98386284176e-05
K09065.N.acetylornithine_carbamoyltransferase.,0.8,-,4.24275592437e-09,4.42109951845e-05,-5.01053485672e-05
K10805.acyl.CoA_thioesterase_II.,0.8,-,4.24275592437e-09,0.00503322762381,-3.98926937717e-05
K03081.3.dehydro.L.gulonate.6.phosphate_decarboxylase.,0.8,-,4.24275592437e-09,0.0241982320668,-1.8338576271e-05
K03718.Lrp.AsnC_family_transcriptional_regulator._regulator_for_asnA._asnCand_gidA.,0.8,+,4.24275592437e-09,3.51775558758e-11,0.000220006447505
K00786.beta.galactosamide.alpha.2.3.sialyltransferase.,0.8,+,4.24275592437e-09,3.39612704058e-11,0.000736266423428
K01155.type_II_restriction_enzyme.,0.8,+,4.24275592437e-09,1.00205045254e-12,0.000237709364211
K09150.hypothetical_protein.,0.8,+,4.24275592437e-09,2.3058125752e-06,1.12499246079e-05
K10440.ribose_transport_system_permease_protein.,0.792857142857,-,6.18800710672e-09,1.04222446697e-07,-0.000274968183168
K11041.exfoliative_toxin_A.B.,0.792857142857,-,6.18800710672e-09,9.50187079757e-05,-3.87748781732e-05
K03117.sec.independent_protein_translocase_protein_TatB.,0.792857142857,-,6.18800710672e-09,0.000583022916823,-7.21957304159e-05
K12297.ribosomal_RNA_large_subunit_methyltransferase_L.,0.792857142857,-,6.18800710672e-09,0.00188335963253,-3.66762745223e-05
K02243.competence_protein_ComGA.,0.792857142857,-,6.18800710672e-09,0.00077115623518,-4.57214218622e-05
K02057.simple_sugar_transport_system_permease_protein.,0.792857142857,-,6.18800710672e-09,4.92475825144e-07,-0.000612625535201
K00375.GntR_family_transcriptional_regulator_._MocR_family_aminotransferase.,0.792857142857,-,6.18800710672e-09,8.43687672727e-06,-0.000318606260539
K00632.acetyl.CoA_acyltransferase.,0.792857142857,-,6.18800710672e-09,0.0869322214629,-0.000138679811465
K01220.6.phospho.beta.galactosidase.,0.792857142857,-,6.18800710672e-09,0.00436351574802,-8.75388482278e-05
K02248.competence_protein_ComGF.,0.792857142857,-,6.18800710672e-09,0.00562574311894,-3.13511928896e-05
K03637.molybdenum_cofactor_biosynthesis_protein_C.,0.792857142857,-,6.18800710672e-09,2.02622213048e-07,-0.000209832457213
K02795.PTS_system._mannose.specific_IIC_component.,0.792857142857,-,6.18800710672e-09,8.59412208384e-06,-0.00113890340521
K06145.LacI_family_transcriptional_regulator._gluconate_utilization_systemGnt.I_transcriptional_repressor.,0.792857142857,-,6.18800710672e-09,1.79537897044e-05,-4.85551571995e-05
K14052.putrescine_importer.,0.792857142857,-,6.18800710672e-09,0.0499127133534,-6.14545093995e-05
K13921.1.propanol_dehydrogenase.,0.792857142857,-,6.18800710672e-09,1.07618537052e-05,-4.87232439922e-05
K02377.GDP.L.fucose_synthase.,0.792857142857,+,6.18800710672e-09,2.87644467261e-10,0.000372542124864
K04961.ryanodine_receptor_1.,0.792857142857,+,6.18800710672e-09,0.00516556252587,1.83343502829e-06
K15514..,0.792857142857,+,6.18800710672e-09,1.17711095039e-05,8.63403317489e-06
K01822.steroid_delta.isomerase.,0.792857142857,+,6.18800710672e-09,1.31802882146e-07,6.05834986282e-05
K15837..,0.792857142857,+,6.18800710672e-09,5.49595781837e-10,7.78543227912e-05
K09122.hypothetical_protein.,0.792857142857,+,6.18800710672e-09,1.61469280485e-05,2.39058922917e-05
K03350.anaphase.promoting_complex_subunit_3.,0.792857142857,+,6.18800710672e-09,2.58974398606e-13,0.00076117904218
K04112.benzoyl.CoA_reductase_subunit.,0.785714285714,-,8.99269902987e-09,1.05913290764e-05,-0.000104557421525
K09931.hypothetical_protein.,0.785714285714,-,8.99269902987e-09,0.000312375873606,-1.4562004864e-05
K07035.mannosyl.3.phosphoglycerate_phosphatase.,0.785714285714,-,8.99269902987e-09,8.76063677511e-08,-0.000143687766503
K08167.MFS_transporter._DHA2_family._methyl_viologen_resistance_proteinSmvA.,0.785714285714,-,8.99269902987e-09,4.53091526889e-05,-7.78950625809e-05
K11690.C4.dicarboxylate_transporter._DctM_subunit.,0.785714285714,-,8.99269902987e-09,2.30302477447e-11,-0.000208349311903
K00864.glycerol_kinase.,0.785714285714,-,8.99269902987e-09,2.11403160679e-07,-0.000502738189298
K01641.hydroxymethylglutaryl.CoA_synthase.,0.785714285714,-,8.99269902987e-09,0.00535434700765,-0.000169279716076
K15598..,0.785714285714,-,8.99269902987e-09,0.000140537854651,-5.36839080068e-05
K01752.L.serine_dehydratase.,0.785714285714,-,8.99269902987e-09,4.32720935753e-07,-0.000375043159045
K10670.glycine_reductase.,0.785714285714,-,8.99269902987e-09,0.000883392447567,-0.000220811688251
K12372.dipeptide_transport_system_ATP.binding_protein.,0.785714285714,-,8.99269902987e-09,0.000197052904996,-0.000104280721055
K03762.MFS_transporter._MHS_family._proline.betaine_transporter.,0.785714285714,-,8.99269902987e-09,1.25726822809e-05,-7.8463485651e-05
K02031.peptide.nickel_transport_system_ATP.binding_protein.,0.785714285714,-,8.99269902987e-09,2.20871104083e-09,-0.000522776195185
K01795.chondroitin.glucuronate_5.epimerase.,0.785714285714,+,8.99269902987e-09,1.69058767867e-10,0.000351981501216
K05361.phospholipid.hydroperoxide_glutathione_peroxidase.,0.785714285714,+,8.99269902987e-09,8.31662171835e-07,2.41040340787e-05
K08151.MFS_transporter._DHA1_family._tetracycline_resistance_protein.,0.778571428571,-,1.15145684099e-08,0.000102767164956,-0.000109142322656
K02821.PTS_system._ascorbate.specific_IIA_component.,0.778571428571,-,1.15145684099e-08,5.28163208461e-05,-0.000163839467811
K02817.PTS_system._trehalose.specific_IIA_component.,0.778571428571,-,1.15145684099e-08,6.27111369498e-08,-4.71440074767e-05
K08092.3.dehydro.L.gulonate_2.dehydrogenase.,0.778571428571,-,1.15145684099e-08,0.00100991676392,-9.57101065708e-05
K01788.N.acylglucosamine.6.phosphate_2.epimerase.,0.778571428571,-,1.15145684099e-08,1.25186949637e-06,-9.62766649338e-05
K06350.antagonist_of_KipI.,0.778571428571,-,1.15145684099e-08,4.85749879306e-06,-6.25371962726e-05
K07008.glutamine_amidotransferase.,0.778571428571,-,1.15145684099e-08,0.000194835305631,-3.78497307398e-05
K00989.ribonuclease_PH.,0.778571428571,-,1.15145684099e-08,5.2748402576e-05,-7.50284907248e-05
K07300.Ca2..H._antiporter.,0.778571428571,-,1.15145684099e-08,0.0754726455832,-1.85909027957e-05
K11688.C4.dicarboxylate.binding_protein_DctP.,0.778571428571,-,1.15145684099e-08,1.47651783158e-07,-0.000158609664655
K03688.ubiquinone_biosynthesis_protein.,0.778571428571,-,1.15145684099e-08,2.93499001725e-07,-0.000128603774079
K03647.protein_involved_in_ribonucleotide_reduction.,0.778571428571,-,1.15145684099e-08,7.3696307649e-06,-6.26410799437e-05
K02379.FdhD_protein.,0.778571428571,-,1.15145684099e-08,3.80970201042e-05,-6.53229679561e-05
K02022.putative_ABC_transport_system_ATP.binding_protein.,0.778571428571,+,1.15145684099e-08,3.96927627849e-10,0.000122938091656
K14326.regulator_of_nonsense_transcripts_1.,0.778571428571,+,1.15145684099e-08,3.01150520497e-08,0.000204393009061
K06194.lipoprotein_NlpD.,0.778571428571,+,1.15145684099e-08,1.28715997279e-12,0.000218161600692
K15338..,0.778571428571,+,1.15145684099e-08,3.69716838549e-11,1.67227381163e-05
K07648.two.component_system._OmpR_family._aerobic_respiration_controlsensor_histidine_kinase_ArcB.,0.778571428571,+,1.15145684099e-08,8.92378727212e-10,0.000262005387843
K01276.dipeptidyl.peptidase_II.,0.778571428571,+,1.15145684099e-08,5.56518202521e-07,1.45867597659e-05
K13154.U11.U12_small_nuclear_ribonucleoprotein_31_kDa_protein.,0.778571428571,+,1.15145684099e-08,6.74571345799e-07,4.14820813238e-06
K12113.LacI_family_transcriptional_regulator._ebg_operon_repressor.,0.771428571429,-,1.66334048757e-08,3.84881793619e-05,-4.99644872544e-05
K05823.N.acetyldiaminopimelate_deacetylase.,0.771428571429,-,1.66334048757e-08,3.67922693449e-06,-7.91120059144e-05
K08178.MFS_transporter._SHS_family._lactate_transporter.,0.771428571429,-,1.66334048757e-08,0.000148863089041,-3.33820489802e-05
K02054.putative_spermidine.putrescine_transport_system_permease_protein.,0.771428571429,-,1.66334048757e-08,0.000959216622767,-4.70832283197e-05
K10543.D.xylose_transport_system_substrate.binding_protein.,0.771428571429,-,1.66334048757e-08,0.00085913001492,-3.65688769087e-05
K04761.LysR_family_transcriptional_regulator._hydrogen_peroxide.induciblegenes_activator.,0.771428571429,-,1.66334048757e-08,5.95812373342e-10,-0.000734887509191
K13818.molybdopterin.guanine_dinucleotide_biosynthesis_protein.,0.771428571429,-,1.66334048757e-08,0.000277520737797,-4.91694375299e-05
K01439.succinyl.diaminopimelate_desuccinylase.,0.771428571429,-,1.66334048757e-08,5.50137601864e-08,-0.000308277577068
K02018.molybdate_transport_system_permease_protein.,0.771428571429,-,1.66334048757e-08,2.67880649582e-08,-0.00024664735263
K05846.osmoprotectant_transport_system_permease_protein.,0.771428571429,-,1.66334048757e-08,0.00799302292449,-5.19702106069e-05
K03446.MFS_transporter._DHA2_family._multidrug_resistance_protein_B.,0.771428571429,-,1.66334048757e-08,0.000155061816713,-0.000417851872998
K12528.putative_selenate_reductase_molybdopterin.binding_subunit.,0.771428571429,-,1.66334048757e-08,1.24327818355e-07,-0.000102763531931
K03191.acid.activated_urea_channel.,0.771428571429,-,1.66334048757e-08,0.000152999455936,-3.49840368145e-05
K00717.glycoprotein_6.alpha.L.fucosyltransferase.,0.771428571429,+,1.66334048757e-08,6.59069913571e-06,8.95158127361e-05
K05606.methylmalonyl.CoA_epimerase.,0.771428571429,+,1.66334048757e-08,8.75588031625e-09,0.00038395947007
K01613.phosphatidylserine_decarboxylase.,0.771428571429,+,1.66334048757e-08,9.42715543149e-08,8.21627427066e-05
